fiidscoreds,fcnumsolicitud,fiidplataforma_serc,fipaiscu,ficanalcu,fisucursalcu,fifoliocu,fiidflujo,fiidsegmento,fiidsegmentobaz,fiidsegmento21,fnpuntaje,fcnombreproducto,fccolor,finivelriesgo,fdregistro,fisucursal,fdfecsol,fcdescgrupo,fitipocred,fitiposol,fctipoproceso,vintage,producto_orig,flg_neta,flg_prioridad,flg_inmediato,fcempnum,fiidplataforma,fiidtiposolicitud,idpersona,ficonsecutivosol,fcdescripcion,descripcion_rechazo,descripcionsubstatus,producto,estatus_final,flg_ou,cte_unico,last_sol,pais_cu,canal_cu,sucursal_cu,folio_cu,formato_cyc,digital,fiunidadnegocio,grupo,subgrupo,m_produc,color_nr_v2,b_riesgo_nr,solicitud_alert,semana_alert,finopedido,fdfechasurt,fdcsaldocapital,b_malo14_26,b_malo14_52,b_malo2_4,b_malo4_6,b_malo8_13,b_malo8_16,first_payment_default2,second_payment_default2,semana_str,semana_num,max_fiidscoreds,plataforma,vintage_eval,flg_surtida,vintage_bis,dif,dif2,flg_baz_boost
49043744,2026010271797769198110048162144301181,1,1,1,550,24895,15,3,,3,650,Prestamos Personales,VERDE,1,02JAN2026:00:00:00,550,02JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20260102717977691981100481621443011,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-550-24895,1.0,1,1,550,24895,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,1471502,02JAN2026:00:00:00,11395.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48781260,20251214726972772001120821120261372681,1,1,1,9305,4076648,15,1,,1,559,Prestamos Personales,VERDE,3,14DEC2025:00:00:00,2177,14DEC2025,,,,,2025.5,PRESTAMOS,1.0,1.0,0.0,980482.0,1.0,8.0,202512147269727720011208211202613726,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-4076648,1.0,1,1,9305,4076648,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,1321734,05JAN2026:00:00:00,4167.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.5,1,2026.02,22,22,0
48988309,20251229867382762007113061239706246881,1,1,1,7604,46567962,15,1,,1,533,Telefonia y Computo,ROJO,2,29DEC2025:00:00:00,9503,29DEC2025,,,,,2026.01,TELEFONIA,1.0,1.0,0.0,179626.0,1.0,8.0,202512298673827620071130612397062468,1.0,Autorizada,,Liberada sin TAZ,Telefonia,Autorizada,1,1-1-7604-46567962,1.0,1,1,7604,46567962,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,398671,29DEC2025:00:00:00,2879.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49006308,20251226716571742006041202320729546381,1,1,1,1627,80511,15,5,,3,640,Telefonia y Computo,VERDE,1,30DEC2025:00:00:00,1627,30DEC2025,,,,,2026.01,TELEFONIA,1.0,1.0,0.0,1206309.0,1.0,8.0,202512267165717420060412023207295463,1.0,Autorizada,,Liberada sin TAZ,Telefonia,Autorizada,1,1-1-1627-80511,1.0,1,1,1627,80511,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,1272960,03JAN2026:00:00:00,19999.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,4,4,0
49052017,2026010371658274196701308945813847981,1,1,1,4554,5392,15,8,,3,566,Consumo / Otras Mercancias,VERDE,3,03JAN2026:00:00:00,4554,03JAN2026,,,,,2026.01,CONSUMO,1.0,1.0,0.0,1200348.0,1.0,8.0,20260103716582741967013089458138479,1.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-4554-5392,1.0,1,1,4554,5392,PROPIOS,0,500,Consumo,Movilidad,ITALIKA,Rojo,R3,20220416123153123154301052,2026.01,120703,04JAN2026:00:00:00,2718.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,1,1,0
48992796,20240904786967711993072581420160155682,1,1,1,9305,1664136,15,8,,3,563,Prestamos Personales,VERDE,3,29DEC2025:00:00:00,8089,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1135569.0,1.0,8.0,202409047869677119930725814201601556,2.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-1664136,1.0,1,1,9305,1664136,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,20240503133947133948156000,2026.01,2239057,31DEC2025:00:00:00,11099.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,2,2,0
49161960,2026011176697274196807136157867762281,1,1,1,8679,52612,15,8,,3,693,Prestamos Personales,VERDE,1,11JAN2026:00:00:00,1452,11JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20260111766972741968071361578677622,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-8679-52612,1.0,1,1,8679,52612,PROPIOS,1,578,Efectivo,Efectivo,CRED EFEC,Amarillo,R1,20200720174126174127312332,2026.02,700009644,11JAN2026:00:00:00,9300.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
46309638,2024061777696569198104226139162501581,6,1,1,6774,39061,14,5,,3,771,Prestamos Personales,VERDE,1,06JUL2025:00:00:00,6237,29NOV2025,,,,,2025.48,PRESTAMOS,1.0,1.0,0.0,,6.0,8.0,20240617776965691981042261391625015,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-6774-39061,1.0,1,1,6774,39061,PROPIOS,1,576,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700048691,30DEC2025:00:00:00,59000.0,0,0,0,0,0,0,,,202601.0,202601,,Digital,2025.27,1,2026.01,31,177,1
49098245,2026010668697177197408202911280511582,39,1,1,4834,15790,15,6,,1,729,Italika,VERDE,1,06JAN2026:00:00:00,4834,06JAN2026,,,,,2026.02,ITALIKA,1.0,1.0,0.0,,39.0,8.0,20260106686971771974082029112805115,1.0,Autorizada,,Autorizada sin liberar,Italika,Autorizada,1,1-1-4834-15790,1.0,1,1,4834,15790,PROPIOS,0,578,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700005502,06JAN2026:00:00:00,55000.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.02,1,2026.02,0,0,0
48980390,20251228717977671993072761759221639581,37,1,1,8290,48205,15,5,,3,614,Telefonia y Computo,VERDE,2,28DEC2025:00:00:00,1206,28DEC2025,,,,,2025.52,TELEFONIA,1.0,1.0,1.0,,37.0,238.0,202512287179776719930727617592216395,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-8290-48205,1.0,1,1,8290,48205,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Amarillo,R1,20230316181926181926625396,2026.02,125583,05JAN2026:00:00:00,9159.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.52,1,2026.02,8,8,0
49021985,20251231836572831984053021428954622481,1,1,9,8177,11423,15,5,,2,605,Prestamos Personales,VERDE,2,31DEC2025:00:00:00,8177,31DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1099715.0,1.0,8.0,202512318365728319840530214289546224,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-9-8177-11423,1.0,1,9,8177,11423,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R1,20200118172147172147433227,2026.02,261561,05JAN2026:00:00:00,33999.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.01,1,2026.02,5,5,0
48548422,20251126797980741993020922139203740681,6,1,1,5487,91798,15,3,,3,633,Prestamos Personales,VERDE,1,26NOV2025:00:00:00,9732,26NOV2025,,,,,2025.48,PRESTAMOS,1.0,1.0,1.0,,6.0,238.0,202511267979807419930209221392037406,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-5487-91798,1.0,1,1,5487,91798,PROPIOS,0,495,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,181169,07JAN2026:00:00:00,2499.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.48,1,2026.02,42,42,0
49148352,20260110686968661969080381330187416581,1,1,1,6402,82238,15,5,,2,694,Telefonia y Computo,VERDE,1,10JAN2026:00:00:00,100,10JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202601106869686619690803813301874165,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-6402-82238,1.0,1,1,6402,82238,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Verde,R2,20210915162929162929968097,2026.02,1282470,10JAN2026:00:00:00,13989.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
48961605,20250603656572672000051081814185573782,6,1,33,9546,1602878,15,5,,3,646,Prestamos Personales,VERDE,1,27DEC2025:00:00:00,5934,27DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,1.0,,6.0,238.0,202506036565726720000510818141855737,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-33-9546-1602878,1.0,1,33,9546,1602878,PROPIOS,1,576,Efectivo,Efectivo,CRED EFEC,Verde,R1,20230918180424180424744966,2026.02,700007583,06JAN2026:00:00:00,15000.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2025.52,1,2026.02,10,10,0
48985478,2025122969698384198905104102192351181,1,1,9,7798,10620,15,5,,2,668,Prestamos Personales,VERDE,1,29DEC2025:00:00:00,7798,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20251229696983841989051041021923511,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-9-7798-10620,1.0,1,9,7798,10620,PROPIOS,1,578,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700005607,29DEC2025:00:00:00,12000.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48966850,20251227828567652007051781821895677181,1,1,1,9305,3557621,15,3,,3,601,Consumo / Otras Mercancias,VERDE,2,27DEC2025:00:00:00,1106,27DEC2025,,,,,2025.52,CONSUMO,1.0,1.0,0.0,1137151.0,1.0,8.0,202512278285676520070517818218956771,1.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-9305-3557621,1.0,1,1,9305,3557621,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,2305486,29DEC2025:00:00:00,26657.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.52,1,2026.01,2,2,0
49011746,2025123071796774199405036174583552581,1,1,1,3230,283625,15,3,,3,621,Consumo / Otras Mercancias,VERDE,2,30DEC2025:00:00:00,7537,30DEC2025,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,1.0,238.0,20251230717967741994050361745835525,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-3230-283625,1.0,1,1,3230,283625,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,1488496,30DEC2025:00:00:00,14598.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49126830,2025052279797287199109062205962143081,1,1,1,2091,15788,14,3,,3,588,Prestamos Personales,VERDE,2,08JAN2026:00:00:00,3167,08JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,0.0,1137419.0,1.0,8.0,20250522797972871991090622059621430,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-2091-15788,1.0,1,1,2091,15788,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,306023,11JAN2026:00:00:00,19949.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,3,3,1
49050459,20260102836571802000101402350951423381,6,1,33,9546,1134806,15,5,,3,664,Prestamos Personales,VERDE,1,03JAN2026:00:00:00,8400,11JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,6.0,238.0,202601028365718020001014023509514233,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-33-9546-1134806,1.0,1,33,9546,1134806,PROPIOS,1,576,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700016684,11JAN2026:00:00:00,45500.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.01,1,2026.02,0,8,0
49138412,202505148185766519910823816475215954761,1,1,1,2147,38240,15,3,,3,564,Prestamos Personales,VERDE,3,09JAN2026:00:00:00,137,14MAY2025,,,,,,,,,,,,,,,,,,,,1,,,1,1,2147,38240,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,Rojo,R1,20200729182902182902870128,2026.02,700016542,10JAN2026:00:00:00,6600.0,0,0,0,0,0,0,,,,202602,49138412.0,Fisico,2026.02,1,2026.02,241,1,0
49011434,20240513656567691998120861125159690182,9,1,27,981,463,15,3,,3,646,Prestamos Personales,VERDE,1,30DEC2025:00:00:00,7983,06JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,33.0,238.0,202405136565676919981208611251596901,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-27-981-463,1.0,1,27,981,463,TERCEROS,0,575,Efectivo,Efectivo,CRED EFEC,Rojo,R2,20230322175939175940181326,2026.02,700000181,08JAN2026:00:00:00,27000.0,0,0,0,0,0,0,,,202602.0,202602,,Digital,2026.01,1,2026.02,2,9,0
45365090,20241114766571771997071502033333766181,41,1,1,9305,2765555,14,3,,3,526,Consumo / Otras Mercancias,AMARILLO,2,08MAY2025:00:00:00,100,26DEC2025,,,,,2025.52,CONSUMO,1.0,1.0,0.0,1107676.0,41.0,8.0,202411147665717719970715020333337661,2.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-9305-2765555,1.0,1,1,9305,2765555,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,211709,31DEC2025:00:00:00,1899.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.19,1,2026.01,5,237,1
48991720,20251229806978681965081481453183945881,1,1,1,1504,119265,15,8,,3,603,Prestamos Personales,VERDE,2,29DEC2025:00:00:00,8575,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512298069786819650814814531839458,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-1504-119265,1.0,1,1,1504,119265,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700019876,29DEC2025:00:00:00,6600.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49080020,20260104656577752000083022017561753381,1,1,1,9671,8219,15,5,,2,624,Consumo / Otras Mercancias,VERDE,2,04JAN2026:00:00:00,9671,04JAN2026,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,1.0,238.0,202601046565777520000830220175617533,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-9671-8219,1.0,1,1,9671,8219,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,226711,04JAN2026:00:00:00,13133.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49151754,20260110656583892000122681618613637581,1,1,33,9546,1721817,15,6,,1,645,Prestamos Personales,VERDE,1,10JAN2026:00:00:00,592,10JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601106565838920001226816186136375,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-33-9546-1721817,1.0,1,33,9546,1721817,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.02,734182,10JAN2026:00:00:00,18387.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49071985,20260104826571741997092901345196182481,1,1,16,1156,1435395,15,3,,3,580,Telefonia y Computo,VERDE,2,04JAN2026:00:00:00,2130,04JAN2026,,,,,2026.01,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,202601048265717419970929013451961824,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-16-1156-1435395,1.0,1,16,1156,1435395,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,424482,04JAN2026:00:00:00,7200.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49052115,2026010367738273196912206951108177381,1,1,1,2370,48113,15,3,,3,640,Prestamos Personales,VERDE,1,03JAN2026:00:00:00,4695,03JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,20260103677382731969122069511081773,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-2370-48113,1.0,1,1,2370,48113,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700012787,03JAN2026:00:00:00,9100.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48901821,2025122273736576197302044182473748381,1,1,1,2626,18145,15,8,,3,568,Prestamos Personales,VERDE,3,22DEC2025:00:00:00,2626,22DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,320429.0,1.0,8.0,20251222737365761973020441824737483,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-2626-18145,1.0,1,1,2626,18145,PROPIOS,1,83,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700014611,08JAN2026:00:00:00,4000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.52,1,2026.02,17,17,0
49019792,20251231656579761976082501234218775581,1,1,1,9305,2851668,15,8,,3,574,Consumo / Otras Mercancias,VERDE,2,31DEC2025:00:00:00,218,31DEC2025,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,1.0,238.0,202512316565797619760825012342187755,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-9305-2851668,1.0,1,1,9305,2851668,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,654001,31DEC2025:00:00:00,27318.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49075153,2026010484657873199702150163923644081,1,1,1,9305,4124387,15,3,,3,607,Consumo / Otras Mercancias,VERDE,2,04JAN2026:00:00:00,7102,04JAN2026,,,,,2026.01,CONSUMO,1.0,1.0,1.0,,1.0,238.0,20260104846578731997021501639236440,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-9305-4124387,1.0,1,1,9305,4124387,PROPIOS,0,0,Consumo,Hogar,MERCANCIA,NA,,,2026.01,755312,04JAN2026:00:00:00,11999.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48782162,20251214656582691994062521216616147981,1,1,1,9305,4076840,15,3,,3,471,Prestamos Personales,ROJO,1,14DEC2025:00:00:00,116,14DEC2025,,,,,2025.5,PRESTAMOS,1.0,1.0,0.0,1112040.0,1.0,8.0,202512146565826919940625212166161479,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-4076840,1.0,1,1,9305,4076840,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,1109837,10JAN2026:00:00:00,2880.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.5,1,2026.02,27,27,0
49013629,20251229676571652005081521549110341281,1,1,1,9305,4115837,15,3,,3,624,Prestamos Personales,VERDE,2,30DEC2025:00:00:00,5034,30DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1197990.0,1.0,8.0,202512296765716520050815215491103412,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-9305-4115837,1.0,1,1,9305,4115837,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.01,808518,31DEC2025:00:00:00,9498.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,1,1,0
49035246,20250327676978762004050501844402721581,1,1,1,7604,44253401,15,6,,1,656,Consumo / Otras Mercancias,VERDE,1,02JAN2026:00:00:00,3230,02JAN2026,,,,,2026.01,CONSUMO,1.0,1.0,0.0,1195922.0,1.0,8.0,202503276769787620040505018444027215,1.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-7604-44253401,1.0,1,1,7604,44253401,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700017898,04JAN2026:00:00:00,10100.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2026.01,1,2026.01,2,2,0
44911234,20250409777976862004050301149553328881,1,1,1,8757,2289827,14,5,,2,541,Prestamos Personales,AMARILLO,1,09APR2025:00:00:00,907,29DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,0.0,1141913.0,1.0,76.0,202504097779768620040503011495533288,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-8757-2289827,1.0,1,1,8757,2289827,TERCEROS,0,34,Consumo,Movilidad,ITALIKA,NA,,,2026.01,222601,30DEC2025:00:00:00,16352.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2025.15,1,2026.01,1,265,1
49067433,20260103867376661973091422023841320281,1,1,1,550,50132,15,3,,3,660,Prestamos Personales,VERDE,1,04JAN2026:00:00:00,8304,04JAN2026,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601038673766619730914220238413202,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-550-50132,1.0,1,1,550,50132,PROPIOS,1,576,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700009372,04JAN2026:00:00:00,10300.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
49021045,20251231686972651952110281337524111481,1,1,1,6101,35810,15,4,,2,716,Prestamos Personales,VERDE,1,31DEC2025:00:00:00,2792,31DEC2025,,,,,2026.01,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202512316869726519521102813375241114,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-1-6101-35810,1.0,1,1,6101,35810,PROPIOS,0,580,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700010599,31DEC2025:00:00:00,10500.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,0,0,0
48911644,20251223707986682006110641419539295381,1,1,1,7604,44006029,15,10,,2,625,Italika,VERDE,2,23DEC2025:00:00:00,1630,23DEC2025,,,,,2025.52,ITALIKA,1.0,1.0,0.0,1199846.0,1.0,8.0,202512237079866820061106414195392953,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-7604-44006029,1.0,1,1,7604,44006029,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700017352,03JAN2026:00:00:00,9100.0,0,0,0,0,0,0,,,202601.0,202601,,Fisico,2025.52,1,2026.01,11,11,0
48926711,20240526777980832005031861834127645181,39,1,1,7604,2890789,15,10,,3,617,Prestamos Personales,VERDE,2,24DEC2025:00:00:00,9799,24DEC2025,,,,,2025.52,PRESTAMOS,1.0,1.0,0.0,1191276.0,39.0,8.0,202405267779808320050318618341276451,1.0,Autorizada,,Liberada sin TAZ,Prestamos,Autorizada,1,1-1-7604-2890789,1.0,1,1,7604,2890789,PROPIOS,0,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.01,700012062,30DEC2025:00:00:00,9100.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Digital,2025.52,1,2026.01,6,6,0
49004329,20251229726979711971010782136137183581,6,1,1,2325,23964,15,3,,3,654,Consumo / Otras Mercancias,VERDE,1,30DEC2025:00:00:00,3450,30DEC2025,,,,,2026.01,CONSUMO,1.0,1.0,0.0,,6.0,8.0,202512297269797119710107821361371835,1.0,Autorizada,,Autorizada sin liberar,Consumo,Autorizada,1,1-1-2325-23964,1.0,1,1,2325,23964,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,Rojo,R2,20180527124746124747192887,2026.01,700015385,30DEC2025:00:00:00,8900.0,0,0,0,0,0,0,0.0,,202601.0,202601,,Digital,2026.01,1,2026.01,0,0,0
47572940,20250926666590701987042521455934586981,1,1,1,9305,3865813,14,1,,1,518,Italika,AMARILLO,2,26SEP2025:00:00:00,2011,26SEP2025,,,,,2025.39,ITALIKA,1.0,1.0,0.0,1178371.0,1.0,8.0,202509266665907019870425214559345869,1.0,Autorizada,,Liberada sin TAZ,Italika,Autorizada,1,1-1-9305-3865813,1.0,1,1,9305,3865813,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,NA,,,2026.02,1549452,10JAN2026:00:00:00,2000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2025.39,1,2026.02,106,106,1
49105668,2024100976796683200208294710965625181,1,1,1,3793,175032,15,5,,2,632,Telefonia y Computo,VERDE,1,06JAN2026:00:00:00,3793,06JAN2026,,,,,2026.02,TELEFONIA,1.0,1.0,1.0,,1.0,238.0,20241009767966832002082947109656251,1.0,Autorizada,,Autorizada sin liberar,Telefonia,Autorizada,1,1-1-3793-175032,1.0,1,1,3793,175032,PROPIOS,0,184,Consumo,Conectividad,TELEFONIA,Amarillo,R1,20231011184104184104680525,2026.02,1763198,06JAN2026:00:00:00,25078.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
49047489,202512186765707419941026210528613007761,1,1,1,5720,67797,15,2,,2,580,Prestamos Personales,VERDE,2,02JAN2026:00:00:00,7433,18DEC2025,,,,,,,,,,,,,,,,,,,,1,,,1,1,5720,67797,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,Rojo,R1,20210728161237161238119125,2026.01,700037623,04JAN2026:00:00:00,7500.0,0,0,0,0,0,0,,,,202601,49047489.0,Fisico,2026.01,1,2026.01,17,2,0
49003097,20251230726965711997061681123659149581,1,1,1,6237,150133,15,5,,3,522,Consumo / Otras Mercancias,AMARILLO,2,30DEC2025:00:00:00,6237,03JAN2026,,,,,2026.01,CONSUMO,1.0,1.0,0.0,201359.0,1.0,8.0,202512307269657119970616811236591495,2.0,Autorizada,,Liberada sin TAZ,Consumo,Autorizada,1,1-1-6237-150133,1.0,1,1,6237,150133,PROPIOS,0,34,Consumo,Movilidad,ITALIKA,Amarillo,R2,20201122162009162009901200,2026.01,176836,04JAN2026:00:00:00,1799.0,0,0,0,0,0,0,1.0,,202601.0,202601,,Fisico,2026.01,1,2026.01,1,5,0
49138397,20260109836579761977082101532750197881,1,1,9,2148,13513,15,8,,3,668,Prestamos Personales,VERDE,1,09JAN2026:00:00:00,2148,09JAN2026,,,,,2026.02,PRESTAMOS,1.0,1.0,1.0,,1.0,238.0,202601098365797619770821015327501978,1.0,Autorizada,,Autorizada sin liberar,Prestamos,Autorizada,1,1-9-2148-13513,1.0,1,9,2148,13513,PROPIOS,1,4,Efectivo,Efectivo,CRED EFEC,NA,,,2026.02,700006800,09JAN2026:00:00:00,12000.0,0,0,0,0,0,0,,,202602.0,202602,,Fisico,2026.02,1,2026.02,0,0,0
